Identifier,MergeCode,Country,ISO,Reg,Inc,Source,Calendar year (nearest),Problem 1: Data Not Credible,Problem 2: Cannot Exclude Resource Revenue Tax Categories,Problem 3: Data is of Questionable Analytical Comparability,Problem 4: Cannot Exclude Resource Revenue from Sub-Components of Total Tax Revenue,"Treat with Caution 1: Un-excluded Resource Revenue are Marginal, but Non-Negligible",Treat With Caution 2: Data of somewhat questionable quality,Revenue including social contributions,Revenue excluding social contributions,Revenue excluding Grants (including social contributions),Revenue excluding grants and social contributions,Total Resource Revenue,Total Non-Resource Revenue including social contributions,Taxes including social contributions,Taxes excluding social contributions,Resource taxes,Non-Resource tax including social contributions,Non-resource tax excluding social contributions,Direct taxes including social contributions and resource revenue,"Direct taxes including social contributions, excluding resource revenue","Direct taxes excluding social contributions, including resource revenue",Direct taxes excluding social contributions and resource revenue,"Taxes on income, profits, and capital gains ","Resource Component of Taxes on income, profits, and capital gains","Non-resource component of taxes on income, profits, and capital gains",Individuals ,Corporations and other enterprises ,Resource Component of Corporations and other enterprises,Non-resource component of Corporations and other enterprises,Taxes on payroll and workforce,Taxes on property,Indirect,Resource Component of Indirect,Non-Resource Component of Indirect Tax,"Taxes on goods and services,                Total","Taxes on goods and services, of which Taxes on Sales","Taxes on goods and services, of which Excises","Taxes on international trade and transactions, Total",Taxes on international trade and transactions Of which Import,Taxes on international trade and transactions Of which Export,Other taxes,Consolidated Non-Tax Revenue,Non-Resource Component of Non-Tax,Resources Component of Non-Tax,Social contributions,Grants,.,TotRev,TotTax,TotNonTax,Direct,Income,Indiv,Corp,Indirect,GS,Trade,Prob1,Prob2,Prob3,Prob4,twc1,twc2
LKA1993,0,Sri Lanka,LKA,6,2,GFS,1993,,,,,,,20.60%,20.48%,19.05%,18.93%,,,17.01%,16.89%,0.00%,17.01%,16.89%,3.43%,3.43%,3.31%,3.31%,2.64%,0.00%,2.64%,1.02%,1.43%,0.00%,1.43%,0.00%,0.67%,13.58%,0.00%,13.58%,9.58%,,2.40%,4.00%,3.99%,0.01%,0.00%,2.04%,,,0.12%,1.55%,,18.93%,16.89%,2.04%,3.31%,2.64%,1.02%,1.43%,13.58%,9.58%,4.00%,,,,,,
LKA1994,0,Sri Lanka,LKA,6,2,GFS,1994,,,,,,,19.75%,19.63%,18.37%,18.25%,,,16.72%,16.60%,0.00%,16.72%,16.60%,3.40%,3.40%,3.28%,3.28%,2.55%,0.00%,2.55%,0.94%,1.61%,0.00%,1.61%,0.00%,0.73%,13.32%,0.00%,13.32%,9.54%,,2.44%,3.77%,3.77%,0.00%,0.00%,1.65%,,,0.12%,1.38%,,18.25%,16.60%,1.65%,3.28%,2.55%,0.94%,1.61%,13.32%,9.54%,3.77%,,,,,,
LKA1995,0,Sri Lanka,LKA,6,2,GFS,1995,,,,,,,21.02%,20.90%,19.72%,19.60%,,,17.28%,17.16%,0.00%,17.28%,17.16%,3.35%,3.35%,3.23%,3.23%,2.48%,0.00%,2.48%,1.07%,1.42%,0.00%,1.42%,0.00%,0.75%,13.93%,0.00%,13.93%,10.40%,,2.81%,3.53%,3.53%,0.00%,0.00%,2.43%,,,0.12%,1.31%,,19.60%,17.16%,2.43%,3.23%,2.48%,1.07%,1.42%,13.93%,10.40%,3.53%,,,,,,
LKA1996,0,Sri Lanka,LKA,6,2,GFS,1996,,,,,,,19.38%,19.23%,18.41%,18.25%,,,16.54%,16.39%,0.00%,16.54%,16.39%,3.43%,3.43%,3.28%,3.28%,2.61%,0.00%,2.61%,0.94%,1.68%,0.00%,1.68%,0.00%,0.66%,13.11%,0.00%,13.11%,9.91%,,2.78%,3.21%,3.20%,0.00%,0.00%,1.86%,,,0.16%,0.97%,,18.25%,16.39%,1.86%,3.28%,2.61%,0.94%,1.68%,13.11%,9.91%,3.21%,,,,,,
LKA1997,0,Sri Lanka,LKA,6,2,GFS,1997,,,,,,,18.69%,18.50%,17.90%,17.70%,,,15.67%,15.48%,0.00%,15.67%,15.48%,3.23%,3.23%,3.03%,3.03%,2.34%,0.00%,2.34%,0.92%,1.42%,0.00%,1.42%,0.00%,0.69%,12.44%,0.00%,12.44%,9.54%,,2.69%,2.90%,2.90%,0.00%,0.00%,2.22%,,,0.20%,0.80%,,17.70%,15.48%,2.22%,3.03%,2.34%,0.92%,1.42%,12.44%,9.54%,2.90%,,,,,,
LKA1998,0,Sri Lanka,LKA,6,2,GFS,1998,,,,,,,17.30%,17.03%,16.62%,16.35%,,,14.27%,14.00%,0.00%,14.27%,14.00%,2.88%,2.88%,2.61%,2.61%,1.94%,0.00%,1.94%,0.82%,1.12%,0.00%,1.12%,0.00%,0.67%,11.38%,0.00%,11.38%,8.71%,,2.88%,2.67%,2.67%,0.00%,0.00%,2.35%,,,0.27%,0.68%,,16.35%,14.00%,2.35%,2.61%,1.94%,0.82%,1.12%,11.38%,8.71%,2.67%,,,,,,
LKA1999,0,Sri Lanka,LKA,6,2,GFS,1999,,,,,,,17.72%,17.41%,17.13%,16.82%,,,14.83%,14.52%,0.00%,14.83%,14.52%,3.45%,3.45%,3.14%,3.14%,2.47%,0.00%,2.47%,0.86%,1.61%,0.00%,1.61%,0.00%,0.67%,11.38%,0.00%,11.38%,8.95%,,3.14%,2.42%,2.42%,0.00%,0.00%,2.30%,,,0.31%,0.59%,,16.82%,14.52%,2.30%,3.14%,2.47%,0.86%,1.61%,11.38%,8.95%,2.42%,,,,,,
LKA2000,0,Sri Lanka,LKA,6,2,GFS,2000,,,,,,,16.64%,16.36%,16.24%,15.96%,,,14.30%,14.02%,0.00%,14.30%,14.02%,3.02%,3.02%,2.74%,2.74%,2.11%,0.00%,2.11%,0.90%,1.21%,0.00%,1.21%,0.00%,0.63%,11.28%,0.00%,11.28%,9.44%,3.51%,3.28%,1.84%,1.84%,0.00%,0.00%,1.94%,,,0.28%,0.40%,,15.96%,14.02%,1.94%,2.74%,2.11%,0.90%,1.21%,11.28%,9.44%,1.84%,,,,,,
LKA2001,0,Sri Lanka,LKA,6,2,GFS,2001,,,,,,,16.47%,16.28%,16.09%,15.91%,,,14.32%,14.14%,0.00%,14.32%,14.14%,3.14%,3.14%,2.96%,2.96%,2.38%,0.00%,2.38%,0.96%,1.42%,0.00%,1.42%,0.00%,0.58%,11.18%,0.00%,11.18%,9.39%,3.23%,3.09%,1.80%,1.80%,0.00%,0.00%,1.76%,,,0.18%,0.38%,,15.91%,14.14%,1.76%,2.96%,2.38%,0.96%,1.42%,11.18%,9.39%,1.80%,,,,,,
LKA2002,0,Sri Lanka,LKA,6,2,GFS,2002,,,,,,,16.32%,16.16%,15.89%,15.73%,,,13.72%,13.56%,0.00%,13.72%,13.56%,2.61%,2.61%,2.45%,2.45%,2.30%,0.00%,2.30%,0.74%,0.85%,0.00%,0.85%,0.00%,0.15%,11.10%,0.00%,11.10%,9.16%,4.11%,3.18%,1.94%,1.73%,0.00%,0.00%,2.17%,,,0.16%,0.43%,,15.73%,13.56%,2.17%,2.45%,2.30%,0.74%,0.85%,11.10%,9.16%,1.94%,,,,,,
LKA2003,0,Sri Lanka,LKA,6,2,GFS,2003,,,,,,,15.60%,15.43%,15.16%,14.99%,,,12.88%,12.71%,0.00%,12.88%,12.71%,2.33%,2.33%,2.16%,2.16%,2.16%,0.00%,2.16%,0.55%,0.83%,0.00%,0.83%,0.00%,0.00%,10.55%,0.00%,10.55%,8.37%,5.34%,2.80%,2.18%,1.88%,0.00%,0.00%,2.28%,,,0.17%,0.44%,,14.99%,12.71%,2.28%,2.16%,2.16%,0.55%,0.83%,10.55%,8.37%,2.18%,,,,,,
LKA2004,0,Sri Lanka,LKA,6,2,GFS,2004,,,,,,,15.31%,15.14%,14.89%,14.73%,,,13.63%,13.47%,0.00%,13.63%,13.47%,2.14%,2.14%,1.98%,1.98%,1.98%,0.00%,1.98%,0.64%,0.80%,0.00%,0.80%,0.00%,0.00%,11.49%,0.00%,11.49%,9.16%,5.76%,3.15%,2.33%,1.97%,0.00%,0.00%,1.26%,,,0.16%,0.42%,,14.73%,13.47%,1.26%,1.98%,1.98%,0.64%,0.80%,11.49%,9.16%,2.33%,,,,,,
LKA2005,0,Sri Lanka,LKA,6,2,GFS,2005,,,,,,,16.81%,16.61%,15.48%,15.28%,,,13.93%,13.73%,0.00%,13.93%,13.73%,2.34%,2.34%,2.14%,2.14%,2.14%,0.00%,2.14%,0.62%,1.02%,0.00%,1.02%,0.00%,0.00%,11.59%,0.00%,11.59%,9.29%,5.65%,3.14%,2.30%,1.85%,0.00%,0.00%,1.55%,,,0.20%,1.33%,,15.28%,13.73%,1.55%,2.14%,2.14%,0.62%,1.02%,11.59%,9.29%,2.30%,,,,,,
LKA2006,0,Sri Lanka,LKA,6,2,GFS,2006,,,,,,,17.25%,17.03%,16.23%,16.01%,,,14.80%,14.58%,0.00%,14.80%,14.58%,2.96%,2.96%,2.74%,2.74%,2.74%,0.00%,2.74%,0.72%,1.31%,0.00%,1.31%,0.00%,0.00%,11.84%,0.00%,11.84%,8.82%,5.60%,3.16%,2.51%,1.79%,0.00%,0.51%,1.43%,,,0.22%,1.02%,,16.01%,14.58%,1.43%,2.74%,2.74%,0.72%,1.31%,11.84%,8.82%,2.51%,,,,,,
LKA2007,0,Sri Lanka,LKA,6,2,GFS,2007,,,,,,,16.63%,16.38%,15.77%,15.53%,,,14.47%,14.22%,0.00%,14.47%,14.22%,3.24%,3.24%,2.99%,2.99%,2.99%,0.00%,2.99%,0.45%,1.56%,0.00%,1.56%,0.00%,0.00%,11.23%,0.00%,11.23%,8.00%,5.24%,2.70%,2.36%,1.56%,0.00%,0.87%,1.31%,,,0.25%,0.85%,,15.53%,14.22%,1.31%,2.99%,2.99%,0.45%,1.56%,11.23%,8.00%,2.36%,,,,,,
LKA2008,0,Sri Lanka,LKA,6,2,GFS,2008,,,,,,,15.56%,15.41%,14.86%,14.70%,,,13.43%,13.28%,0.00%,13.43%,13.28%,3.02%,3.02%,2.87%,2.87%,2.87%,0.00%,2.87%,0.53%,1.44%,0.00%,1.44%,0.00%,0.00%,10.41%,0.00%,10.41%,6.95%,4.62%,2.29%,2.23%,1.45%,0.00%,1.23%,1.42%,,,0.15%,0.71%,,14.70%,13.28%,1.42%,2.87%,2.87%,0.53%,1.44%,10.41%,6.95%,2.23%,,,,,,
LKA2009,0,Sri Lanka,LKA,6,2,GFS,2009,,,,,,,15.01%,14.77%,14.47%,14.24%,,,13.03%,12.80%,0.00%,13.03%,12.80%,3.12%,3.12%,2.89%,2.89%,2.89%,0.00%,2.89%,0.58%,1.38%,0.00%,1.38%,0.00%,0.00%,9.91%,0.00%,9.91%,5.63%,3.55%,2.02%,2.84%,1.65%,0.00%,1.44%,1.44%,,,0.23%,0.54%,,14.24%,12.80%,1.44%,2.89%,2.89%,0.58%,1.38%,9.91%,5.63%,2.84%,,,,,,
LKA2010,0,Sri Lanka,LKA,6,2,GFS,2010,,,,,,,14.89%,14.69%,14.58%,14.39%,,,13.13%,12.93%,0.00%,13.13%,12.93%,2.62%,2.62%,2.42%,2.42%,2.42%,0.00%,2.42%,0.55%,1.34%,0.00%,1.34%,0.00%,0.00%,10.51%,0.00%,10.51%,6.34%,3.93%,2.32%,2.33%,1.14%,0.00%,1.84%,1.45%,,,0.20%,0.30%,,14.39%,12.93%,1.45%,2.42%,2.42%,0.55%,1.34%,10.51%,6.34%,2.33%,,,,,,
LKA2011,0,Sri Lanka,LKA,6,2,GFS,2011,,,,,,,14.52%,14.32%,14.29%,14.09%,,,12.61%,12.42%,0.00%,12.61%,12.42%,2.60%,2.60%,2.40%,2.40%,2.40%,0.00%,2.40%,0.38%,1.51%,0.00%,1.51%,0.00%,0.00%,10.01%,0.00%,10.01%,6.23%,3.29%,2.84%,2.42%,1.16%,0.00%,1.37%,1.67%,,,0.19%,0.23%,,14.09%,12.42%,1.67%,2.40%,2.40%,0.38%,1.51%,10.01%,6.23%,2.42%,,,,,,
LKA2012,0,Sri Lanka,LKA,6,2,GFS,2012,,,,,,,14.08%,13.92%,13.86%,13.71%,,,12.15%,11.99%,0.00%,12.15%,11.99%,2.43%,2.43%,2.28%,2.28%,2.28%,0.00%,2.28%,0.28%,1.21%,0.00%,1.21%,0.00%,0.00%,9.72%,0.00%,9.72%,6.50%,3.54%,2.96%,2.86%,2.86%,0.00%,0.36%,1.72%,,,0.15%,0.21%,,13.71%,11.99%,1.72%,2.28%,2.28%,0.28%,1.21%,9.72%,6.50%,2.86%,,,,,,
LKA2013,0,Sri Lanka,LKA,6,2,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSO1980,0,Lesotho,LSO,7,2,IMF Country Report,1980,,,,,,,39.10%,39.10%,32.49%,32.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,22.24%,,,,,,,,6.60%,,32.49%,,,,,,,,,22.24%,,,,,,
LSO1981,0,Lesotho,LSO,7,2,IMF Country Report,1981,,,,,,,34.29%,34.29%,30.52%,30.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,19.45%,,,,11.07%,,,,3.76%,,30.52%,,,,,,,,,19.45%,,,,,,
LSO1982,0,Lesotho,LSO,7,2,GFS,1982,,,,,,,,,33.83%,33.83%,,,29.12%,29.12%,0.00%,29.12%,29.12%,4.57%,4.57%,4.57%,4.57%,4.55%,0.00%,4.55%,3.15%,1.40%,0.00%,1.40%,0.00%,0.02%,24.68%,0.00%,24.68%,3.44%,0.40%,2.54%,20.73%,20.36%,0.37%,0.51%,4.72%,,,0.00%,0.00%,,33.83%,29.12%,4.72%,4.57%,4.55%,3.15%,1.40%,24.68%,3.44%,20.73%,,,,,,
LSO1983,0,Lesotho,LSO,7,2,GFS,1983,,,,,,,,,40.38%,40.38%,,,36.47%,36.47%,0.00%,36.47%,36.47%,4.09%,4.09%,4.09%,4.09%,4.08%,0.00%,4.08%,2.69%,1.39%,0.00%,1.39%,0.00%,0.02%,32.37%,0.00%,32.37%,4.10%,3.55%,,27.86%,26.61%,1.26%,0.41%,3.91%,,,0.00%,0.00%,,40.38%,36.47%,3.91%,4.09%,4.08%,2.69%,1.39%,32.37%,4.10%,27.86%,,,,,,
LSO1984,0,Lesotho,LSO,7,2,GFS,1984,,,,,,,51.05%,51.05%,46.13%,46.13%,,,40.55%,40.55%,0.00%,40.55%,40.55%,4.21%,4.21%,4.21%,4.21%,4.19%,0.00%,4.19%,2.93%,1.26%,0.00%,1.26%,0.00%,0.02%,36.34%,0.00%,36.34%,3.87%,3.32%,,32.39%,32.33%,0.06%,0.08%,5.58%,,,0.00%,4.92%,,46.13%,40.55%,5.58%,4.21%,4.19%,2.93%,1.26%,36.34%,3.87%,32.39%,,,,,,
LSO1985,0,Lesotho,LSO,7,2,GFS,1985,,,,,,,40.71%,40.71%,40.71%,40.71%,,,36.41%,36.41%,0.00%,36.41%,36.41%,4.54%,4.54%,4.54%,4.54%,4.53%,0.00%,4.53%,3.26%,1.28%,0.00%,1.28%,0.00%,0.01%,31.87%,0.00%,31.87%,4.21%,3.38%,0.39%,27.61%,27.56%,0.04%,0.05%,4.29%,,,0.00%,0.00%,,40.71%,36.41%,4.29%,4.54%,4.53%,3.26%,1.28%,31.87%,4.21%,27.61%,,,,,,
LSO1986,0,Lesotho,LSO,7,2,GFS,1986,,,,,,,40.91%,40.91%,37.05%,37.05%,,,32.90%,32.90%,0.00%,32.90%,32.90%,3.96%,3.96%,3.96%,3.96%,3.95%,0.00%,3.95%,2.65%,1.30%,0.00%,1.30%,0.00%,0.01%,28.94%,0.00%,28.94%,8.28%,7.01%,0.79%,20.62%,20.58%,0.04%,0.04%,4.15%,,,0.00%,3.86%,,37.05%,32.90%,4.15%,3.96%,3.95%,2.65%,1.30%,28.94%,8.28%,20.62%,,,,,,
LSO1987,0,Lesotho,LSO,7,2,GFS,1987,,,,,,,45.70%,45.70%,37.81%,37.81%,,,33.00%,33.00%,0.00%,33.00%,33.00%,4.63%,4.63%,4.63%,4.63%,4.61%,0.00%,4.61%,3.61%,1.00%,0.00%,1.00%,0.00%,0.01%,28.38%,0.00%,28.38%,8.42%,7.33%,0.63%,19.91%,19.87%,0.04%,0.06%,4.80%,,,0.00%,7.89%,,37.81%,33.00%,4.80%,4.63%,4.61%,3.61%,1.00%,28.38%,8.42%,19.91%,,,,,,
LSO1988,0,Lesotho,LSO,7,2,GFS,1988,,,,,,,44.75%,44.75%,35.37%,35.37%,,,31.82%,31.82%,0.00%,31.82%,31.82%,4.33%,4.33%,4.33%,4.33%,4.27%,0.00%,4.27%,2.80%,1.47%,0.00%,1.47%,0.00%,0.06%,27.48%,0.00%,27.48%,8.63%,7.30%,0.88%,18.79%,18.78%,0.01%,0.07%,3.55%,,,0.00%,9.38%,,35.37%,31.82%,3.55%,4.33%,4.27%,2.80%,1.47%,27.48%,8.63%,18.79%,,,,,,
LSO1989,0,Lesotho,LSO,7,2,GFS,1989,,,,,,,53.82%,53.82%,41.74%,41.74%,,,35.32%,35.32%,0.00%,35.32%,35.32%,4.74%,4.74%,4.74%,4.74%,4.72%,0.00%,4.72%,3.13%,1.59%,0.00%,1.59%,0.00%,0.02%,30.59%,0.00%,30.59%,9.49%,8.15%,0.98%,21.05%,20.97%,0.08%,0.05%,6.42%,,,0.00%,12.08%,,41.74%,35.32%,6.42%,4.74%,4.72%,3.13%,1.59%,30.59%,9.49%,21.05%,,,,,,
LSO1990,0,Lesotho,LSO,7,2,GFS,1990,,,,,,,54.52%,54.52%,41.95%,41.95%,,,37.30%,37.30%,0.00%,37.30%,37.30%,4.76%,4.76%,4.76%,4.76%,4.73%,0.00%,4.73%,2.75%,1.99%,0.00%,1.99%,0.00%,0.02%,32.51%,0.00%,32.51%,8.71%,,0.88%,23.80%,23.73%,0.07%,0.00%,4.65%,,,0.00%,12.57%,,41.95%,37.30%,4.65%,4.76%,4.73%,2.75%,1.99%,32.51%,8.71%,23.80%,,,,,,
LSO1991,0,Lesotho,LSO,7,2,GFS,1991,,,,,,,54.80%,54.80%,46.36%,46.36%,,,39.63%,39.63%,0.00%,39.63%,39.63%,7.86%,7.86%,7.86%,7.86%,7.82%,0.00%,7.82%,4.27%,3.55%,0.00%,3.55%,0.00%,0.03%,31.76%,0.00%,31.76%,7.76%,,0.92%,24.00%,23.98%,0.02%,0.00%,6.73%,,,0.00%,8.44%,,46.36%,39.63%,6.73%,7.86%,7.82%,4.27%,3.55%,31.76%,7.76%,24.00%,,,,,,
LSO1992,0,Lesotho,LSO,7,2,IMF Country Report,1992,,,,,,,53.77%,53.77%,47.20%,47.20%,,,40.82%,40.82%,0.00%,40.82%,40.82%,7.66%,7.66%,7.66%,7.66%,7.66%,0.00%,7.66%,4.80%,2.45%,0.00%,2.45%,,,33.16%,0.00%,33.16%,7.35%,,1.49%,25.41%,25.41%,0.00%,0.40%,6.38%,,,,6.56%,,47.20%,40.82%,6.38%,7.66%,7.66%,4.80%,2.45%,33.16%,7.35%,25.41%,,,,,,
LSO1993,0,Lesotho,LSO,7,2,IMF Country Report,1993,,,,,,,56.77%,56.77%,51.20%,51.20%,,,44.58%,44.58%,0.00%,44.58%,44.58%,6.66%,6.66%,6.66%,6.66%,6.66%,0.00%,6.66%,4.47%,1.88%,0.00%,1.88%,,,37.85%,0.00%,37.85%,7.16%,,1.32%,30.28%,30.27%,0.01%,0.41%,6.61%,,,,5.57%,,51.20%,44.58%,6.61%,6.66%,6.66%,4.47%,1.88%,37.85%,7.16%,30.28%,,,,,,
LSO1994,0,Lesotho,LSO,7,2,IMF Country Report,1994,,,,,,,56.44%,56.44%,51.32%,51.32%,,,45.27%,45.27%,0.00%,45.27%,45.27%,8.14%,8.14%,8.14%,8.14%,8.14%,0.00%,8.14%,5.00%,2.33%,0.00%,2.33%,0.00%,0.00%,37.12%,0.00%,37.12%,6.81%,,1.40%,30.00%,30.00%,0.00%,0.32%,6.05%,,,0.00%,5.12%,,51.32%,45.27%,6.05%,8.14%,8.14%,5.00%,2.33%,37.12%,6.81%,30.00%,,,,,,
LSO1995,0,Lesotho,LSO,7,2,IMF Country Report,1995,,,,,,,58.53%,58.53%,53.37%,53.37%,,,44.76%,44.76%,0.00%,44.76%,44.76%,8.73%,8.73%,8.73%,8.73%,8.73%,0.00%,8.73%,6.18%,1.78%,0.00%,1.78%,0.00%,0.00%,36.03%,0.00%,36.03%,6.99%,,1.44%,28.70%,28.70%,0.00%,0.33%,8.61%,,,0.00%,5.17%,,53.37%,44.76%,8.61%,8.73%,8.73%,6.18%,1.78%,36.03%,6.99%,28.70%,,,,,,
LSO1996,0,Lesotho,LSO,7,2,IMF Country Report,1996,,,,,,,61.16%,61.16%,55.61%,55.61%,,,42.47%,42.47%,0.00%,42.47%,42.47%,8.17%,8.17%,8.17%,8.17%,8.17%,0.00%,8.17%,5.59%,1.44%,0.00%,1.44%,0.00%,0.00%,34.29%,0.00%,34.29%,6.60%,,1.26%,27.49%,27.49%,0.00%,0.20%,13.14%,,,0.00%,5.56%,,55.61%,42.47%,13.14%,8.17%,8.17%,5.59%,1.44%,34.29%,6.60%,27.49%,,,,,,
LSO1997,0,Lesotho,LSO,7,2,IMF Country Report,1997,,,,,,,58.76%,58.76%,54.45%,54.45%,,,43.49%,43.49%,0.00%,43.49%,43.49%,8.24%,8.24%,8.24%,8.24%,8.24%,0.00%,8.24%,5.37%,1.69%,0.00%,1.69%,0.00%,0.00%,35.25%,0.00%,35.25%,6.62%,,1.15%,28.42%,28.42%,0.00%,0.21%,10.95%,,,0.00%,4.33%,,54.45%,43.49%,10.95%,8.24%,8.24%,5.37%,1.69%,35.25%,6.62%,28.42%,,,,,,
LSO1998,0,Lesotho,LSO,7,2,IMF Country Report,1998,,,,,,,48.50%,48.50%,45.96%,45.96%,,,35.84%,35.84%,0.00%,35.84%,35.84%,8.18%,8.18%,8.18%,8.18%,8.18%,0.00%,8.18%,5.88%,1.37%,0.00%,1.37%,0.00%,0.00%,27.65%,0.00%,27.65%,5.73%,,0.76%,21.87%,21.87%,0.00%,0.05%,10.13%,,,0.00%,2.54%,,45.96%,35.84%,10.13%,8.18%,8.18%,5.88%,1.37%,27.65%,5.73%,21.87%,,,,,,
LSO1999,0,Lesotho,LSO,7,2,IMF Country Report,1999,,,,,,,47.75%,47.75%,45.21%,45.21%,,,36.92%,36.92%,0.00%,36.92%,36.92%,8.20%,8.20%,8.20%,8.20%,8.20%,0.00%,8.20%,5.99%,1.14%,0.00%,1.14%,0.00%,0.00%,28.72%,0.00%,28.72%,5.54%,,0.85%,23.13%,23.13%,0.00%,0.06%,8.29%,,,0.00%,2.54%,,45.21%,36.92%,8.29%,8.20%,8.20%,5.99%,1.14%,28.72%,5.54%,23.13%,,,,,,
LSO2000,0,Lesotho,LSO,7,2,IMF Country Report,2000,,,,,,,49.72%,49.72%,47.45%,47.45%,,,35.08%,35.08%,0.00%,35.08%,35.08%,8.47%,8.47%,8.47%,8.47%,8.47%,0.00%,8.47%,5.69%,2.28%,0.00%,2.28%,0.00%,0.00%,26.61%,0.00%,26.61%,6.21%,,1.12%,20.35%,20.35%,0.00%,0.06%,12.37%,,,0.00%,2.27%,,47.45%,35.08%,12.37%,8.47%,8.47%,5.69%,2.28%,26.61%,6.21%,20.35%,,,,,,
LSO2001,0,Lesotho,LSO,7,2,IMF Country Report,2001,,,,,,,47.31%,47.31%,44.31%,44.31%,,,37.79%,37.79%,0.00%,37.79%,37.79%,9.21%,9.21%,9.21%,9.21%,9.21%,0.00%,9.21%,5.91%,2.53%,0.00%,2.53%,,,28.58%,0.00%,28.58%,5.64%,,0.81%,22.86%,22.86%,,0.08%,6.51%,,,,3.00%,,44.31%,37.79%,6.51%,9.21%,9.21%,5.91%,2.53%,28.58%,5.64%,22.86%,,,,,,
LSO2002,0,Lesotho,LSO,7,2,IMF Country Report,2002,,,,,,,47.42%,47.42%,43.20%,43.20%,,,36.67%,36.67%,0.00%,36.67%,36.67%,9.44%,9.44%,9.44%,9.44%,9.44%,0.00%,9.44%,5.75%,2.03%,0.00%,2.03%,,,27.23%,0.00%,27.23%,6.20%,,1.23%,20.93%,20.93%,,0.10%,6.53%,,,,4.22%,,43.20%,36.67%,6.53%,9.44%,9.44%,5.75%,2.03%,27.23%,6.20%,20.93%,,,,,,
LSO2003,0,Lesotho,LSO,7,2,IMF Country Report,2003,,,,,,,48.28%,48.28%,45.91%,45.91%,,,38.54%,38.54%,0.00%,38.54%,38.54%,11.27%,11.27%,11.27%,11.27%,11.27%,0.00%,11.27%,6.59%,3.16%,0.00%,3.16%,,,27.16%,0.00%,27.16%,8.05%,,1.08%,18.97%,18.97%,,0.14%,7.37%,,,,2.37%,,45.91%,38.54%,7.37%,11.27%,11.27%,6.59%,3.16%,27.16%,8.05%,18.97%,,,,,,
LSO2004,0,Lesotho,LSO,7,2,IMF Country Report,2004,,,,,,,54.06%,54.06%,51.13%,51.13%,,,45.29%,45.29%,0.00%,45.29%,45.29%,11.00%,11.00%,11.00%,11.00%,11.00%,0.00%,11.00%,6.96%,2.69%,0.00%,2.69%,,,34.23%,0.00%,34.23%,9.20%,,1.08%,24.68%,24.68%,,0.35%,5.85%,,,,2.92%,,51.13%,45.29%,5.85%,11.00%,11.00%,6.96%,2.69%,34.23%,9.20%,24.68%,,,,,,
LSO2005,0,Lesotho,LSO,7,2,IMF Country Report,2005,,,,,,,52.18%,52.18%,50.26%,50.26%,,,44.78%,44.78%,0.00%,44.78%,44.78%,10.29%,10.29%,10.29%,10.29%,10.29%,0.00%,10.29%,6.88%,2.15%,0.00%,2.15%,,,34.45%,0.00%,34.45%,8.28%,,0.92%,25.78%,25.78%,,0.39%,5.48%,,,,1.92%,,50.26%,44.78%,5.48%,10.29%,10.29%,6.88%,2.15%,34.45%,8.28%,25.78%,,,,,,
LSO2006,0,Lesotho,LSO,7,2,IMF Country Report,2006,,,,,,,64.34%,64.34%,63.42%,63.42%,,,57.47%,57.47%,0.00%,57.47%,57.47%,9.64%,9.64%,9.64%,9.64%,9.64%,0.00%,9.64%,6.25%,1.98%,0.00%,1.98%,,,47.81%,0.00%,47.81%,7.75%,,0.65%,39.18%,39.18%,,0.88%,5.96%,,,,0.92%,,63.42%,57.47%,5.96%,9.64%,9.64%,6.25%,1.98%,47.81%,7.75%,39.18%,,,,,,
LSO2007,0,Lesotho,LSO,7,2,IMF Country Report,2007,,,,,,,61.44%,61.44%,59.68%,59.68%,,,53.61%,53.61%,0.00%,53.61%,53.61%,10.34%,10.34%,10.34%,10.34%,10.34%,0.00%,10.34%,6.65%,2.49%,0.00%,2.49%,,,43.27%,0.00%,43.27%,8.20%,,1.00%,34.70%,34.70%,,0.37%,6.07%,,1.51%,,,,59.68%,53.61%,6.07%,10.34%,10.34%,6.65%,2.49%,43.27%,8.20%,34.70%,,,,,,
LSO2008,0,Lesotho,LSO,7,2,GFS,2008,,,,,,,64.70%,64.70%,63.81%,63.81%,,,57.61%,57.61%,0.00%,57.61%,57.61%,11.79%,11.79%,11.79%,11.79%,11.24%,0.00%,11.24%,6.20%,2.79%,0.00%,2.79%,0.00%,0.54%,44.73%,0.00%,44.73%,8.00%,7.20%,0.72%,36.73%,35.71%,1.01%,0.00%,6.19%,,,0.00%,0.89%,,63.81%,57.61%,6.19%,11.79%,11.24%,6.20%,2.79%,44.73%,8.00%,36.73%,,,,,,
